State,City,Postcode,State Population Rank,Household Income,Median Age,Population,Race White,Starbucks Count
IA,NEW LIBERTY,52765,32,51667,49.4,377,370,89
SD,OLDHAM,57051,43,51667,50,262,240,25
MN,VIKING,56760,20,51667,36.6,392,389,184
OH,ARCADIA,44804,7,51667,39.9,1115,1071,377
IN,DUGGER,47848,16,51660,43.4,1647,1627,221
PA,MIFFLINTOWN,17059,11,51658,44.6,7904,7591,357
OH,VERMILION,44089,7,51652,48.6,15622,15182,377
MN,WASECA,56093,20,51649,38,12704,11717,184
IN,FRANKTON,46044,16,51649,38.8,2833,2783,221
NE,KEYSTONE,69144,38,51648,51.9,180,180,58
LA,DELCAMBRE,70528,28,51648,36.7,2650,2311,84
TX,CUSHING,75760,2,51648,47.5,2277,1988,1042
UT,DELTA,84624,27,51643,35.8,5628,5030,101
IN,PIERCETON,46562,16,51642,39.2,5416,5205,221
WV,SPANISHBURG,25922,47,51635,50.2,305,305,25
IL,LEWISTOWN,61542,5,51633,49.4,3816,3749,575
PA,LE RAYSVILLE,18829,11,51618,43.5,888,856,357
MI,NORTH BRANCH,48461,14,51618,40.2,8452,8175,283
IL,RINARD,62878,5,51615,49.5,345,345,575
PA,CLAIRTON,15025,11,51611,43.6,16426,12949,357
CA,GARDEN GROVE,92841,1,51608,38.1,33717,15256,2821
MA,SOUTH YARMOUTH,02664,23,51607,52.1,9407,8826,273
PA,JAMES CREEK,16657,11,51607,48.2,1345,1306,357
NY,BARRYVILLE,12719,4,51607,51.6,1257,1220,645
KS,TAMPA,67483,29,51607,39.9,309,308,94
NC,PINE HALL,27042,12,51607,45.4,618,391,338
AL,BLACK,36314,33,51607,49.6,509,494,85
AR,ENOLA,72047,37,51607,36.6,922,880,55
NE,LYMAN,69352,38,51602,41.2,769,731,58
IL,WINDSOR,61957,5,51599,36.8,2296,2262,575
CT,DERBY,06418,30,51596,40.1,12796,10170,123
TX,GRAHAM,76450,2,51596,42.9,13329,12473,1042
PA,VENUS,16364,11,51591,41.5,1335,1327,357
WI,CLAYTON,54004,22,51591,38.7,2489,2458,145
NY,KEENE VALLEY,12943,4,51591,50.2,188,186,645
FL,PORT CHARLOTTE,33954,3,51589,51.7,8936,7878,694
KS,MONUMENT,67747,29,51583,41.7,259,259,94
DE,MILLSBORO,19966,45,51581,47.6,27230,21607,25
MN,SLAYTON,56172,20,51577,48.5,3071,3018,184
NY,GLENFIELD,13343,4,51576,42,1868,1863,645
OH,MILLBURY,43447,7,51571,40,3428,3264,377
IL,LATHAM,62543,5,51563,42.2,418,374,575
NH,ACWORTH,03601,46,51563,38.5,528,513,29
OK,GOULD,73544,35,51563,47.1,290,229,79
MN,HENDRUM,56550,20,51563,38.1,463,423,184
NY,FULTONHAM,12071,4,51563,47.3,247,241,645
IA,NEW MARKET,51646,32,51563,48.7,672,668,89
OH,BOWERSTON,44695,7,51563,47.9,1562,1533,377
NY,VERNON,13476,4,51563,41.7,3336,3132,645
VA,GREENVILLE,24440,9,51563,42.3,3281,3058,432
WY,DIXON,82323,44,51563,50.6,82,82,23
NJ,GLOUCESTER CITY,08030,18,51558,36.4,13330,10767,261
OH,OHIO CITY,45874,7,51550,42.6,2291,2276,377
AL,TONEY,35773,33,51547,35.5,12160,8830,85
PA,JEANNETTE,15644,11,51547,47.1,18790,17739,357
ND,BOTTINEAU,58318,49,51544,46.4,3871,3565,13
OH,MADISON,44057,7,51543,41.7,19544,18928,377
ME,PLYMOUTH,04969,48,51542,42.5,1387,1361,30
NY,CUDDEBACKVILLE,12729,4,51542,45.4,2143,2022,645
NE,WESTERN,68464,38,51538,45.8,514,501,58
MS,MERIDIAN,39305,39,51536,42,20068,14145,32
NY,WILLIAMSTOWN,13493,4,51532,37.2,1939,1861,645
PA,PERRYOPOLIS,15473,11,51531,45.3,4281,4118,357
WI,FRANCIS CREEK,54214,22,51528,42.9,210,210,145
PA,LOWBER,15660,11,51528,50,349,349,357
TX,POOLVILLE,76487,2,51528,42.7,2540,2471,1042
AR,CARLISLE,72024,37,51528,43.1,3416,3076,55
PA,DIMOCK,18816,11,51528,39.4,154,147,357
IN,ROYAL CENTER,46978,16,51522,46.3,2150,2053,221
VT,WEST RUPERT,05776,51,51518,54.2,595,583,8
ND,NAPOLEON,58561,49,51518,51.1,1073,1041,13
NC,ALMOND,28702,12,51518,45.4,669,669,338
GA,WHITESBURG,30185,10,51515,38,3859,3677,326
WI,DARLINGTON,53530,22,51513,36.7,4724,4534,145
TX,TERRELL,75161,2,51513,45.1,6953,5712,1042
ME,HEBRON,04238,48,51510,35.9,1564,1384,30
AR,HENSLEY,72065,37,51509,39.5,5143,4252,55
WA,CLE ELUM,98922,6,51504,50,5725,5156,757
ND,ADAMS,58210,49,51500,54.5,354,311,13
NY,JORDANVILLE,13361,4,51500,40.5,969,948,645
MN,BUFFALO LAKE,55314,20,51500,45.2,1247,1140,184
AL,GERALDINE,35974,33,51500,42.5,1261,1221,85
CA,FELLOWS,93224,1,51500,39.3,412,394,2821
IL,KANE,62054,5,51500,43.3,818,748,575
MT,BEARCREEK,59007,42,51500,42.5,176,161,36
IL,NEWMAN,61942,5,51500,43.4,1245,1189,575
OR,HELIX,97835,17,51500,40,346,309,359
MA,CHICOPEE,01022,23,51500,35.6,2840,2150,273
NH,PIKE,03780,46,51500,41.4,418,381,29
MI,EDWARDSBURG,49112,14,51492,41.3,10119,9546,283
OK,SKIATOOK,74070,35,51489,37,14771,11999,79
MT,FAIRFIELD,59436,42,51488,40.1,1946,1872,36
IA,LAUREL,50141,32,51488,39.9,577,561,89
OH,BLANCHESTER,45107,7,51486,38.2,9137,8834,377
TX,MILFORD,76670,2,51484,39.4,1423,1183,1042
FL,SAINT AUGUSTINE,32086,3,51483,47,26757,24766,694
OH,CINCINNATI,45213,7,51482,38.1,12598,7016,377
MN,MONTEVIDEO,56265,20,51479,44.1,7659,7336,184
NE,ALBION,68620,38,51477,43.8,2825,2806,58
NE,SUTTON,68979,38,51477,39.5,1998,1982,58
WA,POINT ROBERTS,98281,6,51474,52.6,1270,1163,757
OH,HANOVERTON,44423,7,51474,36.5,2378,2258,377
NY,COPENHAGEN,13626,4,51471,35.4,2282,2152,645
IL,DU BOIS,62831,5,51471,52.4,495,476,575
NY,REMSEN,13438,4,51471,45.9,3852,3765,645
TX,TRINIDAD,75163,2,51464,53.6,1837,1688,1042
TN,CHARLESTON,37310,19,51461,42.7,4430,3999,180
WI,WISCONSIN RAPIDS,54494,22,51460,46.9,26207,24805,145
PA,PLUMVILLE,16246,11,51458,45.6,240,240,357
CO,CRESTED BUTTE,81225,13,51458,42.3,916,871,481
ME,STETSON,04488,48,51458,42.6,1220,1217,30
MI,ONEKAMA,49675,14,51458,52.8,1048,1001,283
PA,DAISYTOWN,15427,11,51458,46.4,1182,1054,357
NE,ROSELAND,68973,38,51458,45.9,453,449,58
IL,MARK,61340,5,51458,46,292,285,575
FL,LAKE COMO,32157,3,51458,45.5,431,222,694
NY,SPENCER,14883,4,51447,43,3892,3734,645
PA,WINDSOR,17366,11,51446,37.9,5969,5382,357
IL,EVANSVILLE,62242,5,51442,47.7,1346,1336,575
PA,JEFFERSON,15344,11,51442,48.1,1414,1329,357
MN,PELICAN RAPIDS,56572,20,51438,49.5,5312,4483,184
NC,ATLANTIC BEACH,28512,12,51438,54.8,3190,3051,338
OH,ATTICA,44807,7,51438,39.5,2378,2340,377
PA,BRIDGEPORT,19405,11,51437,36.6,5469,4534,357
CA,JUNE LAKE,93529,1,51434,40.3,512,429,2821
IL,THOMASBORO,61878,5,51429,45.4,1556,1499,575
NE,POTTER,69156,38,51429,41.9,669,588,58
IL,THAYER,62689,5,51429,43.2,529,514,575
ND,KULM,58456,49,51429,51.7,456,446,13
IN,SWITZ CITY,47465,16,51429,40.2,686,673,221
TX,FRANKLIN,77856,2,51429,44.6,4874,4367,1042
IL,BRYANT,61519,5,51429,48.5,200,198,575
IA,DAVENPORT,52804,32,51428,36.9,27218,23006,89
MN,BUTTERFIELD,56120,20,51420,45.4,1132,948,184
WA,LAKEBAY,98349,6,51417,35.6,4698,4472,757
TN,PORTLAND,37148,19,51417,36.7,23041,21919,180
AL,HEADLAND,36345,33,51415,38.8,8660,6591,85
KS,GRENOLA,67346,29,51406,52.2,364,351,94
TN,CEDAR HILL,37032,19,51406,44.4,4094,3884,180
MI,WELLS,49894,14,51406,43.7,609,602,283
VA,MATTAPONI,23110,9,51406,52.2,617,617,432
IL,CHERRY,61317,5,51397,41.8,473,460,575
WA,NASELLE,98638,6,51397,49,1301,1230,757
IL,SHABBONA,60550,5,51394,37.8,1611,1516,575
KY,CAMPBELLSBURG,40011,26,51392,36,2378,2353,116
IA,MORNING SUN,52640,32,51389,45.4,1484,1464,89
MN,DALBO,55017,20,51389,43.7,820,805,184
PA,WYSOX,18854,11,51389,40.6,1217,1160,357
WI,CADOTT,54727,22,51386,41.6,5080,4817,145
NE,MADISON,68748,38,51386,42.6,3213,3050,58
NE,VALLEY,68064,38,51385,46.3,3285,3084,58
VA,STANARDSVILLE,22973,9,51383,41.7,6544,5918,432
NY,TANNERSVILLE,12485,4,51382,45.7,1097,900,645
MN,FERGUS FALLS,56537,20,51382,43.5,18650,18124,184
VA,RICHMOND,23237,9,51382,36.6,21518,14849,432
NY,HOBART,13788,4,51382,50.6,1064,1019,645
IA,SABULA,52070,32,51378,52.1,935,926,89
TN,LOUDON,37774,19,51378,54.1,19095,18571,180
MN,DETROIT LAKES,56501,20,51377,43.7,16745,15253,184
ME,DENMARK,04022,48,51375,44.8,1178,1124,30
MN,WARBA,55793,20,51375,50.3,516,508,184
NY,HIGH FALLS,12440,4,51375,47.5,2209,2093,645
WI,MILLADORE,54454,22,51375,40,1442,1427,145
CO,BUENA VISTA,81211,13,51374,46.3,7275,6734,481
WI,MONDOVI,54755,22,51370,41.6,7332,7139,145
IL,PAXTON,60957,5,51369,46.9,5421,5307,575
IL,TUSCOLA,61953,5,51368,38.7,6336,6048,575
ND,TOWER CITY,58071,49,51364,43.2,452,452,13
WV,FAIRVIEW,26570,47,51364,42.9,3612,3546,25
KY,BELLEVUE,41073,26,51362,39.5,5773,5518,116
IN,CARLISLE,47838,16,51359,37.6,3820,2820,221
NH,BRISTOL,03222,46,51357,46.1,5656,5432,29
TX,IRA,79527,2,51354,43.1,197,197,1042
IL,SCHELLER,62883,5,51354,47.6,739,739,575
WI,ARKANSAW,54721,22,51354,41.8,1309,1270,145
MN,GLENWOOD,56334,20,51349,48.3,5641,5478,184
WA,NACHES,98937,6,51348,48.6,3889,3542,757
MI,KINGSLEY,49649,14,51347,38,8406,7489,283
IL,MECHANICSBURG,62545,5,51346,44.7,957,930,575
CO,SANFORD,81151,13,51346,38.2,1490,1430,481
WI,GREEN BAY,54301,22,51344,38.6,21971,18618,145
FL,MILTON,32570,3,51343,39.3,29390,24851,694
VA,DUBLIN,24084,9,51341,44.9,11309,10380,432
TX,WEST,76691,2,51339,41.8,6487,6100,1042
WV,FOLLANSBEE,26037,47,51334,49,6752,6643,25
VT,PROCTOR,05765,51,51333,47.4,1641,1608,8
MN,EMMONS,56029,20,51333,45.3,712,694,184
IA,STRATFORD,50249,32,51333,44.7,1126,1123,89
OH,HOLGATE,43527,7,51328,42.1,2117,1928,377
MA,NEW BEDFORD,02745,23,51328,41.4,24731,22177,273
IL,CAMP POINT,62320,5,51324,45,1883,1827,575
MO,JEFFERSON CITY,65101,21,51322,35.6,30558,23621,188
MI,SAINT CLAIR SHORES,48080,14,51321,44.2,22301,19746,283
PA,COOPERSTOWN,16317,11,51321,43.9,1567,1548,357
FL,LAKELAND,33810,3,51320,40.6,46998,37281,694
NY,PORTVILLE,14770,4,51319,44.5,2765,2676,645
NY,COHOES,12047,4,51313,39.7,19837,17646,645
NY,GERRY,14740,4,51307,49.6,1406,1381,645
PA,HOSTETTER,15638,11,51304,38,479,479,357
NY,SCHENEVUS,12155,4,51304,40.2,1962,1936,645
IA,HIAWATHA,52233,32,51303,37.1,7079,6157,89
NY,TONAWANDA,14150,4,51302,44.8,41430,38257,645
OH,RAY,45672,7,51302,49.4,1462,1449,377
OR,CORBETT,97019,17,51298,52.9,3123,2865,359
IA,HOLSTEIN,51025,32,51298,46.4,1933,1876,89
TX,PORT LAVACA,77979,2,51294,38.5,17542,15189,1042
OH,LONG BOTTOM,45743,7,51293,40.4,1527,1490,377
TX,KOSSE,76653,2,51288,49.9,907,736,1042
AR,LONOKE,72086,37,51283,40.2,10102,8329,55
PA,WAYMART,18472,11,51271,41.4,7403,5586,357
PA,AVIS,17721,11,51271,38.2,1767,1745,357
LA,ALEXANDRIA,71303,28,51269,37.7,21684,13453,84
PA,MARSHALLS CREEK,18335,11,51269,45.6,793,572,357
NE,ALLIANCE,69301,38,51261,41.2,10130,9315,58
FL,JACKSONVILLE,32220,3,51258,36.6,13199,10932,694
IA,LELAND,50453,32,51250,36.1,621,610,89
MO,CAMDEN,64017,21,51250,35.5,498,492,188
OK,HUNTER,74640,35,51250,40.8,358,304,79
IA,BODE,50519,32,51250,43.4,630,630,89
CO,NEW RAYMER,80742,13,51250,49.5,218,213,481
SD,NEWELL,57760,43,51250,48.1,1399,1364,25
MO,GILLIAM,65330,21,51250,50.4,417,413,188
NE,COOK,68329,38,51250,39.2,597,587,58
IA,ORIENT,50858,32,51250,51.1,687,661,89
MN,VERGAS,56587,20,51250,52,1297,1230,184
WV,WEST MILFORD,26451,47,51250,37,787,631,25
IN,WALKERTON,46574,16,51250,43.7,7948,7715,221
PA,BEAVERTOWN,17813,11,51250,38.5,2022,2014,357
ME,BOWDOIN,04287,48,51250,42.3,3167,3036,30
ID,PECK,83545,36,51250,54.2,502,421,67
IA,MODALE,51556,32,51250,42.7,416,407,89
ND,GOODRICH,58444,49,51250,50.7,264,248,13
NY,WEST MONROE,13167,4,51250,41.2,3096,3005,645
KS,ROZEL,67574,29,51250,48.5,260,260,94
MO,UTICA,64686,21,51250,42.3,272,230,188
NE,ANSELMO,68813,38,51250,48.6,565,552,58
IL,HOFFMAN,62250,5,51250,35.2,467,448,575
WI,ARGYLE,53504,22,51250,45.8,1969,1960,145
LA,PINE GROVE,70453,28,51250,41.9,838,280,84
OR,GRASS VALLEY,97029,17,51250,51.4,291,279,359
PA,ROME,18837,11,51250,43.1,3062,2985,357
WI,WAUZEKA,53826,22,51250,37.6,1324,1240,145
TX,SOUTHMAYD,76268,2,51250,38,176,176,1042
SD,BADGER,57214,43,51250,53.5,57,57,25
NY,CLYDE,14433,4,51250,36.3,4223,3933,645
PA,CHEST SPRINGS,16624,11,51250,36.3,223,223,357
MT,MEDICINE LAKE,59247,42,51250,37.3,375,351,36
IA,EDGEWOOD,52042,32,51250,46.9,1468,1400,89
IA,PACKWOOD,52580,32,51250,42.8,433,433,89
NY,FORT EDWARD,12828,4,51250,44.2,9363,9155,645
PA,VALIER,15780,11,51250,39.8,167,167,357
IA,SPRAGUEVILLE,52074,32,51250,42.2,377,375,89
TX,WEESATCHE,77993,2,51250,41.7,268,210,1042
IA,OLIN,52320,32,51250,36.4,1174,1151,89
PA,ORANGEVILLE,17859,11,51250,50.4,2939,2854,357
MI,WYANDOTTE,48192,14,51237,41.1,25376,24157,283
NC,ALEXANDER,28701,12,51230,48,3644,3253,338
WA,DEMING,98244,6,51228,48.2,3049,2528,757
NC,AUTRYVILLE,28318,12,51220,36.3,4953,4413,338
NY,CAMPBELL,14821,4,51210,44.7,3090,3071,645
IN,CRAIGVILLE,46731,16,51210,50.6,549,523,221
PA,MEHOOPANY,18629,11,51208,42.6,1729,1700,357
WV,ELEANOR,25070,47,51207,39.2,1873,1869,25
CT,STRATFORD,06615,30,51206,42.5,17982,11315,123
WI,DEERBROOK,54424,22,51204,49.6,1717,1632,145
WY,RIVERTON,82501,44,51203,35.8,19617,15373,23
ND,MCVILLE,58254,49,51200,53.8,523,503,13
NY,PALENVILLE,12463,4,51197,50.2,1074,1036,645
WI,LOGANVILLE,53943,22,51196,42.1,1038,1035,145
MN,HILLMAN,56338,20,51196,47.5,1667,1616,184
NY,SPRINGVILLE,14141,4,51194,46.3,7522,7201,645
IL,KNOXVILLE,61448,5,51183,45.8,3706,3663,575
CA,GARDENA,90249,1,51181,39.1,26627,6565,2821
LA,PORT ALLEN,70767,28,51179,36,14947,8708,84
VT,BRATTLEBORO,05301,51,51174,43.6,16752,15685,8
MD,HENDERSON,21640,15,51174,49.4,1434,1328,257
WI,SOUTH MILWAUKEE,53172,22,51173,40.2,21229,19633,145
MO,LABADIE,63055,21,51169,38.6,2595,2407,188
ME,VASSALBORO,04989,48,51169,40.4,4119,4050,30
IN,LAPEL,46051,16,51169,40.5,2928,2800,221
PA,VALLEY VIEW,17983,11,51167,52.8,1407,1353,357
UT,KANAB,84741,27,51167,43.5,5732,5337,101
KY,MAYSLICK,41055,26,51167,37.4,1946,1838,116
GA,ODUM,31555,10,51165,41.3,2822,2400,326
WI,MENASHA,54952,22,51164,37,26122,23973,145
PA,RUSSELL,16345,11,51164,49.8,3415,3343,357
PA,SALIX,15952,11,51161,45.5,1193,1193,357
IL,EWING,62836,5,51161,35.4,685,675,575
IN,SANDBORN,47578,16,51161,47.2,731,721,221
NY,CAPE VINCENT,13618,4,51157,50.1,1752,1712,645
IA,CRESCO,52136,32,51156,43,5905,5772,89
IN,HAGERSTOWN,47346,16,51155,44.6,4066,3969,221
IL,ROSAMOND,62083,5,51154,44,379,267,575
NE,DODGE,68633,38,51150,46.8,1328,1319,58
ME,HARRISON,04040,48,51150,52.3,3173,3092,30
PA,MILLVILLE,17846,11,51148,45.3,3675,3642,357
NY,HADLEY,12835,4,51148,51.2,2344,2275,645
NY,ARKPORT,14807,4,51146,47.5,2744,2715,645
NC,IRON STATION,28080,12,51146,39.6,8078,7103,338
VA,VESUVIUS,24483,9,51144,40.7,761,654,432
TX,ODEM,78370,2,51143,37.6,4910,4733,1042
IL,HAZEL CREST,60429,5,51141,38.8,15799,2061,575
KS,DEXTER,67038,29,51141,44.1,735,702,94
NE,WEST POINT,68788,38,51141,44.1,4770,4591,58
WI,JUNEAU,53039,22,51140,41.1,4671,4325,145
VA,KEEZLETOWN,22832,9,51140,35.2,1391,1378,432
ND,ROLETTE,58366,49,51136,38,1265,912,13
NC,MOUNT ULLA,28125,12,51136,46.6,2045,1982,338
ME,LINCOLNVILLE,04849,48,51131,49.9,3798,3716,30
AL,SARALAND,36571,33,51128,39.7,14588,12026,85
IA,BOONE,50036,32,51128,39.5,16239,15824,89
KS,AUGUSTA,67010,29,51126,38.9,13389,12704,94
OH,STRYKER,43557,7,51125,37.4,3288,2612,377
MS,THAXTON,38871,39,51125,35.3,1923,1686,32
IA,WATERLOO,50701,32,51125,38.2,29913,26001,89
IN,ORLAND,46776,16,51122,50.9,1251,1235,221
PA,CORAL,15731,11,51122,39.6,578,578,357
MI,MAPLE CITY,49664,14,51122,51.9,1961,1905,283
NE,CREIGHTON,68729,38,51121,43.8,1870,1851,58
OH,EASTLAKE,44095,7,51121,43,33374,31553,377
CA,HATHAWAY PINES,95233,1,51121,48.6,627,627,2821
IN,WAVELAND,47989,16,51118,45.8,1484,1453,221
PA,CATASAUQUA,18032,11,51117,40.7,9338,8644,357
WA,BINGEN,98605,6,51116,38.3,1365,1118,757
SD,ELK POINT,57025,43,51111,38.4,3008,2923,25
IA,FLOYD,50435,32,51103,48.1,615,614,89
MN,NEW RICHLAND,56072,20,51103,44.5,2268,2221,184
MI,FREMONT,49412,14,51102,42.8,11014,10423,283
OH,JEFFERSON,44047,7,51100,43.4,8840,8664,377
MN,STURGEON LAKE,55783,20,51100,47.6,2190,2128,184
MD,QUANTICO,21856,15,51100,49.2,762,508,257
WA,MAZAMA,98833,6,51094,53.5,123,123,757
WA,NORTH BONNEVILLE,98639,6,51094,46.2,1127,1072,757
PA,SPANGLER,15775,11,51094,54.6,651,651,357
SD,PLANKINTON,57368,43,51094,37,1196,1061,25
NY,REXVILLE,14877,4,51094,47.2,456,446,645
IL,BELLEVILLE,62220,5,51094,36.4,20063,15468,575
IL,SEATONVILLE,61359,5,51094,42.8,311,306,575
NE,GIBBON,68840,38,51087,36,3012,2632,58
MN,PEQUOT LAKES,56472,20,51087,43.1,7613,7436,184
TN,PINSON,38366,19,51086,41.7,2328,2082,180
OH,PAYNE,45880,7,51083,43.1,2279,2173,377
IL,PONTIAC,61764,5,51081,41,14418,12718,575
GA,COHUTTA,30710,10,51081,43,6676,6316,326
MT,FORSYTH,59327,42,51080,42.3,2909,2793,36
PA,PITTSBURGH,15209,11,51079,43.5,12694,12148,357
MI,KALAMAZOO,49004,14,51078,38.8,15620,12946,283
MN,OSAGE,56570,20,51071,50,1170,1135,184
MN,SOUDAN,55782,20,51071,48.9,462,460,184
NE,FARNAM,69029,38,51071,51.9,365,357,58
NJ,PATERSON,07504,18,51067,36.5,11416,2758,261
TX,ALBANY,76430,2,51066,40,2697,2583,1042
MO,WINFIELD,63389,21,51066,36.7,6351,5945,188
OH,WESTON,43569,7,51064,36.3,3067,2888,377
IA,SUTHERLAND,51058,32,51058,37.3,1062,1045,89
AR,PARON,72122,37,51058,46.5,783,783,55
WI,SCHOFIELD,54476,22,51054,38.1,18843,17170,145
IL,CARLINVILLE,62626,5,51054,40.6,8237,7958,575
ME,MAPLETON,04757,48,51053,42.5,2827,2786,30
NY,NARROWSBURG,12764,4,51053,51.2,1669,1495,645
CO,DOLORES,81323,13,51048,41.3,5002,4576,481
IN,MONROEVILLE,46773,16,51047,43.5,3353,3315,221
SC,BONNEAU,29431,25,51047,40.4,6731,5722,131
IA,GOLDFIELD,50542,32,51042,47.4,967,955,89
WI,BIRNAMWOOD,54414,22,51042,42.6,3341,3252,145
MN,PLUMMER,56748,20,51042,36.6,804,781,184
NE,BLOOMINGTON,68929,38,51042,47,188,186,58
PA,CLARENCE,16829,11,51042,45.2,606,604,357
KY,BYPRO,41612,26,51042,37.2,100,74,116
WI,DICKEYVILLE,53808,22,51042,41.4,1155,1147,145
KS,HAVANA,67347,29,51042,40.9,500,479,94
PA,MOSHANNON,16859,11,51042,48.7,457,457,357
PA,MILL RUN,15464,11,51038,39.6,1732,1732,357
KY,WADDY,40076,26,51037,50.3,2307,2280,116
OH,NEW WATERFORD,44445,7,51036,44.8,3023,2866,377
IA,DORCHESTER,52140,32,51033,49.5,585,585,89
OH,STOUT,45684,7,51029,50.3,1718,1656,377
OH,WHEELERSBURG,45694,7,51028,41,12205,11702,377
OH,MAGNOLIA,44643,7,51028,44.3,3082,3044,377
MI,MENDON,49072,14,51028,42.6,3352,3251,283
CT,MERIDEN,06451,30,51024,39.3,23852,19062,123
WV,DOROTHY,25060,47,51023,46.1,487,487,25
NY,LINDLEY,14858,4,51023,39.2,1666,1619,645
WY,LOVELL,82431,44,51022,38.9,3595,3470,23
ND,RYDER,58779,49,51019,44,712,712,13
FL,BOYNTON BEACH,33436,3,51013,48.6,42844,32356,694
IL,FREDERICK,62639,5,51012,47.1,241,241,575
MI,UNION,49130,14,51012,49.3,1885,1865,283
OH,SCOTTOWN,45678,7,51008,42.5,1210,1171,377
OH,WEST MILTON,45383,7,51006,40.5,7462,7297,377
FL,OXFORD,34484,3,51003,44.2,3818,3496,694
VT,LOWELL,05847,51,51000,38.3,801,774,8
KS,WHITING,66552,29,51000,42.9,523,465,94
ME,LEEDS,04263,48,51000,41.8,2030,1920,30
NY,RICHMONDVILLE,12149,4,51000,39.1,2440,2336,645
OH,NORTH HAMPTON,45349,7,51000,35.9,348,339,377
KS,SAWYER,67134,29,51000,36.8,340,339,94
IL,MANCHESTER,62663,5,51000,48.2,327,322,575
ME,CHARLESTON,04422,48,51000,41.1,1280,1186,30
MO,CONCEPTION JUNCTION,64434,21,51000,39,487,476,188
NE,UPLAND,68981,38,51000,48.6,303,298,58
FL,NORTH PORT,34291,3,50994,43.5,5533,4794,694
NC,JACKSON SPRINGS,27281,12,50994,45.3,3171,2209,338
NY,HANNIBAL,13074,4,50992,43.2,4284,4155,645
IL,HUTSONVILLE,62433,5,50990,47.9,965,949,575
NC,HENDERSONVILLE,28791,12,50988,52.5,15393,13661,338
ND,GLEN ULLIN,58631,49,50987,51.2,992,988,13
MT,CUSTER,59024,42,50985,44.2,526,519,36
IL,CRESCENT CITY,60928,5,50982,41.1,839,828,575
NJ,VENTNOR CITY,08406,18,50978,44.9,10593,8259,261
PA,COWANSVILLE,16218,11,50977,46.5,1262,1185,357
IL,PRINCETON,61356,5,50974,47.1,10977,10606,575
IL,MAKANDA,62958,5,50972,43.6,2102,1845,575
TX,ROPESVILLE,79358,2,50972,44.6,978,841,1042
MN,GRYGLA,56727,20,50972,45,719,659,184
ID,FERDINAND,83526,36,50972,41.9,343,342,67
IA,ALTA,51002,32,50972,37.9,2813,2621,89
TX,GEORGE WEST,78022,2,50972,41.8,4842,4496,1042
SC,AWENDAW,29429,25,50969,48.4,2762,1380,131
PA,WAYNESBORO,17268,11,50969,40.8,28685,27251,357
CA,AGUANGA,92536,1,50968,49.2,2842,2583,2821
MI,OVID,48866,14,50965,43.5,4841,4755,283
SC,TRAVELERS REST,29690,25,50960,36.4,21695,19411,131
NY,TUPPER LAKE,12986,4,50958,39.5,6181,5937,645
NC,BELMONT,28012,12,50958,41.5,20865,18202,338
OR,ELMIRA,97437,17,50958,51.3,2530,2338,359
KS,MORLAND,67650,29,50956,48.1,203,203,94
IN,FARMERSBURG,47850,16,50956,44.6,2283,2256,221
OH,SHERWOOD,43556,7,50956,38.6,1994,1938,377
PA,JACKSON CENTER,16133,11,50952,43.8,1590,1581,357
PA,NEEDMORE,17238,11,50952,45.7,1602,1564,357
IA,REMBRANDT,50576,32,50950,40.2,331,311,89
WI,BROWNTOWN,53522,22,50950,41.8,1067,1057,145
NE,STANTON,68779,38,50950,41.4,2563,2476,58
IL,ALPHA,61413,5,50948,51.7,945,938,575
GA,HAMILTON,31811,10,50944,45.1,5322,4050,326
OH,NEW MIDDLETOWN,44442,7,50943,51.1,3909,3848,377
NY,ALLEGANY,14706,4,50938,45.4,6242,5976,645
MN,GILBERT,55741,20,50938,50.2,3221,3134,184
AK,GLENNALLEN,99588,41,50938,35.9,936,769,49
NY,GEORGETOWN,13072,4,50938,46,733,701,645
TX,JONESBORO,76538,2,50938,36.6,828,810,1042
IA,ELKADER,52043,32,50938,50.6,2146,2115,89
NY,STEPHENTOWN,12169,4,50938,48.9,401,372,645
PA,GILLETT,16925,11,50938,41.7,3266,3183,357
ND,STEELE,58482,49,50938,42.5,1040,1023,13
PA,SOUTH GIBSON,18842,11,50938,44.4,274,231,357
MO,NECK CITY,64849,21,50938,42.5,139,125,188
NY,BOVINA CENTER,13740,4,50938,48.7,489,478,645
MI,FRASER,48026,14,50927,44.6,14582,12781,283
TX,SONORA,76950,2,50926,35.4,3989,3225,1042
PA,MILLERSBURG,17061,11,50924,46.9,6931,6797,357
MI,REESE,48757,14,50924,43.8,3735,3647,283
WI,NEW AUBURN,54757,22,50923,43.8,3413,3366,145
PA,WHITE HAVEN,18661,11,50923,45.9,5903,5640,357
PA,PETROLIA,16050,11,50921,41.3,1641,1608,357
PA,WAYNESBURG,15370,11,50920,39.3,15182,12788,357
PA,MENTCLE,15761,11,50917,51.6,119,119,357
FL,DAYTONA BEACH,32124,3,50913,38.9,5277,4090,694
NE,MERNA,68856,38,50909,41,548,518,58
KS,TROY,66087,29,50903,39.4,2025,2012,94
WV,SWISS,26690,47,50903,36.3,579,579,25
TX,JACKSBORO,76458,2,50901,39.9,5958,5434,1042
NY,JEFFERSON,12093,4,50900,43.9,1752,1697,645
NY,CANAJOHARIE,13317,4,50900,42,3917,3724,645
MO,BOIS D ARC,65612,21,50898,42,1537,1459,188
WV,FANROCK,24834,47,50893,35.1,324,324,25
